system_id,system_name,macro_region,cluster,primary_node,registered_population_m,main_specialization,secondary_specialization,governance_at_R0,route_profile,GA10_transition_seed,notes
F04-09,Sorines,FRONTIER,Ash Choir,L2,41.538,independent fabrication,rare materials,Mobile Route Covenant,cross-corridor,T1 delegated,
F04-10,Ossaes,FRONTIER,Ash Choir,L2,57.224,rescue services,salvage,Imperial Claim/Local Rule,cross-corridor,T0 synchronized,
F04-11,Demeen,FRONTIER,Ash Choir,L3,26.842,rare materials,rescue services,Contested,single-corridor spur,T2 joint transition,
F04-12,Tavaeon,FRONTIER,Ash Choir,L3,23.684,refugee services,mobile habitats,Neutral Charter,seasonal route,T6 re-centralized,
F04-13,Yvenora,FRONTIER,Ash Choir,L3,20.762,resource extraction,fuel production,Mobile Route Covenant,damaged route,T1 delegated,
F04-14,Sorinin,FRONTIER,Ash Choir,L3,23.97,resource extraction,local agriculture,Mobile Route Covenant,seasonal route,T1 delegated,
F04-15,Ulenes,FRONTIER,Ash Choir,L3,19.673,refugee services,rare materials,Imperial Claim/Local Rule,damaged route,T1 delegated,
F05-01,Yvenas,FRONTIER,Open Passage,L2,77.178,rescue services,mobile habitats,Independent Compact,cross-corridor,T1 delegated,
F05-02,Kestion,FRONTIER,Open Passage,L3,19.329,route guidance,sensor watch,Independent Compact,seasonal route,T4 asynchronous,
F05-03,Veyeth,FRONTIER,Open Passage,L3,17.154,sensor watch,fuel production,Neutral Charter,damaged route,T3 local plural,
F05-04,Veyune,FRONTIER,Open Passage,L3,13.559,mobile habitats,independent fabrication,Helix Concession,seasonal route,T6 re-centralized,
F05-05,Caeler,FRONTIER,Open Passage,L3,19.624,rare materials,route guidance,Neutral Charter,local relay,T1 delegated,
F05-06,Galeniel,FRONTIER,Open Passage,L3,20.164,refugee services,rescue services,Independent Compact,single-corridor spur,T5 contested,
F05-07,Torener,FRONTIER,Open Passage,L3,26.998,rescue services,independent fabrication,Mobile Route Covenant,damaged route,T4 asynchronous,
F05-08,Dariniel,FRONTIER,Open Passage,L2,76.148,salvage,rescue services,Helix Concession,industrial branch,T2 joint transition,
F05-09,Arelyr,FRONTIER,Open Passage,L3,14.254,rescue services,salvage,Mobile Route Covenant,seasonal route,T0 synchronized,
F05-10,Bexin,FRONTIER,Open Passage,L3,22.613,salvage,rescue services,Local Assembly,local relay,T3 local plural,
F05-11,Xaroan,FRONTIER,Open Passage,L2,75.725,rescue services,independent fabrication,Independent Compact,cross-corridor,T6 re-centralized,
F05-12,Junoen,FRONTIER,Open Passage,L3,13.86,local agriculture,salvage,Contested,seasonal route,T1 delegated,
F05-13,Pavoorn,FRONTIER,Open Passage,L3,13.202,resource extraction,sensor watch,Neutral Charter,seasonal route,T4 asynchronous,
F05-14,Merekor,FRONTIER,Open Passage,L3,24.744,local agriculture,mobile habitats,Local Assembly,single-corridor spur,T6 re-centralized,
F05-15,Arelor,FRONTIER,Open Passage,L3,21.723,refugee services,small-yard repair,Contested,damaged route,T0 synchronized,
F06-01,Galena,FRONTIER,Red Wake,L2,71.715,rare materials,refugee services,Independent Compact,industrial branch,T5 contested,
F06-02,Tavaer,FRONTIER,Red Wake,L3,25.126,mobile habitats,fuel production,Independent Compact,damaged route,T1 delegated,
F06-03,Esener,FRONTIER,Red Wake,L3,21.056,resource extraction,route guidance,Contested,single-corridor spur,T4 asynchronous,
F06-04,Karaara,FRONTIER,Red Wake,L3,26.952,independent fabrication,mobile habitats,Mobile Route Covenant,damaged route,T3 local plural,
F06-05,Ivenadia,FRONTIER,Red Wake,L2,48.057,fuel production,salvage,Contested,cross-corridor,T1 delegated,
F06-06,Wrener,FRONTIER,Red Wake,L3,18.272,fuel production,route guidance,Mobile Route Covenant,seasonal route,T3 local plural,
F06-07,Miraune,FRONTIER,Red Wake,L3,15.05,mobile habitats,resource extraction,Helix Concession,single-corridor spur,T3 local plural,
F06-08,Sorinessa,FRONTIER,Red Wake,L3,13.97,refugee services,rare materials,Independent Compact,local relay,T6 re-centralized,
F06-09,Garoiel,FRONTIER,Red Wake,L3,20.62,independent fabrication,route guidance,Helix Concession,single-corridor spur,T4 asynchronous,
F06-10,Peraor,FRONTIER,Red Wake,L2,79.368,refugee services,route guidance,Neutral Charter,regional hub,T5 contested,
F06-11,Sorinara,FRONTIER,Red Wake,L3,23.408,refugee services,independent fabrication,Mobile Route Covenant,damaged route,T4 asynchronous,
F06-12,Perais,FRONTIER,Red Wake,L3,21.301,refugee services,rescue services,Imperial Claim/Local Rule,seasonal route,T4 asynchronous,
F06-13,Kestorn,FRONTIER,Red Wake,L3,15.794,mobile habitats,resource extraction,Mobile Route Covenant,seasonal route,T1 delegated,
F06-14,Kestora,FRONTIER,Red Wake,L2,79.011,route guidance,fuel production,Neutral Charter,industrial branch,T5 contested,
F06-15,Wrenune,FRONTIER,Red Wake,L3,13.042,refugee services,mobile habitats,Imperial Claim/Local Rule,single-corridor spur,T3 local plural,
F07-01,Velaor,FRONTIER,Blue Mercy,L2,45.027,fuel production,sensor watch,Local Assembly,industrial branch,T1 delegated,
F07-02,Ossaum,FRONTIER,Blue Mercy,L3,25.688,local agriculture,mobile habitats,Mobile Route Covenant,local relay,T1 delegated,
F07-03,Erisen,FRONTIER,Blue Mercy,L3,15.077,refugee services,rescue services,Contested,local relay,T4 asynchronous,
F07-04,Haleor,FRONTIER,Blue Mercy,L2,58.867,route guidance,sensor watch,Neutral Charter,cross-corridor,T0 synchronized,
F07-05,Rinyr,FRONTIER,Blue Mercy,L3,27.56,mobile habitats,sensor watch,Local Assembly,local relay,T4 asynchronous,
F07-06,Rinara,FRONTIER,Blue Mercy,L3,12.542,resource extraction,fuel production,Local Assembly,damaged route,T0 synchronized,
F07-07,Cororn,FRONTIER,Blue Mercy,L2,64.796,rescue services,refugee services,Local Assembly,industrial branch,T1 delegated,
F07-08,Galenan,FRONTIER,Blue Mercy,L3,19.005,rare materials,resource extraction,Contested,local relay,T5 contested,
F07-09,Faroeth,FRONTIER,Blue Mercy,L3,12.839,route guidance,small-yard repair,Imperial Claim/Local Rule,single-corridor spur,T6 re-centralized,
F07-10,Esenune,FRONTIER,Blue Mercy,L3,18.269,mobile habitats,refugee services,Neutral Charter,single-corridor spur,T0 synchronized,
F07-11,Sorinum,FRONTIER,Blue Mercy,L3,23.228,route guidance,rare materials,Local Assembly,seasonal route,T1 delegated,
F07-12,Orines,FRONTIER,Blue Mercy,L2,68.833,small-yard repair,salvage,Imperial Claim/Local Rule,regional hub,T1 delegated,
F07-13,Seraadia,FRONTIER,Blue Mercy,L2,76.339,local agriculture,resource extraction,Mobile Route Covenant,industrial branch,T6 re-centralized,
F07-14,Arelos,FRONTIER,Blue Mercy,L3,16.986,independent fabrication,small-yard repair,Independent Compact,seasonal route,T6 re-centralized,
F07-15,Garoune,FRONTIER,Blue Mercy,L3,25.604,local agriculture,small-yard repair,Imperial Claim/Local Rule,local relay,T3 local plural,
