system_id,system_name,macro_region,cluster,primary_node,registered_population_m,main_specialization,secondary_specialization,governance_at_R0,route_profile,GA10_transition_seed,notes
F09-05,Joraer,FRONTIER,Drift Crown,L3,13.616,mobile habitats,refugee services,Helix Concession,seasonal route,T6 re-centralized,
F09-06,Darinor,FRONTIER,Drift Crown,L3,21.277,rare materials,mobile habitats,Neutral Charter,local relay,T6 re-centralized,
F09-07,Wrenion,FRONTIER,Drift Crown,L3,17.636,sensor watch,salvage,Contested,seasonal route,T5 contested,
F09-08,Karaa,FRONTIER,Drift Crown,L3,24.05,sensor watch,independent fabrication,Local Assembly,single-corridor spur,T6 re-centralized,
F09-09,Halear,FRONTIER,Drift Crown,L3,19.059,fuel production,sensor watch,Local Assembly,single-corridor spur,T2 joint transition,
F09-10,Garoadia,FRONTIER,Drift Crown,L3,17.167,local agriculture,small-yard repair,Neutral Charter,local relay,T2 joint transition,
F09-11,Orinorn,FRONTIER,Drift Crown,L3,24.836,resource extraction,independent fabrication,Local Assembly,damaged route,T1 delegated,
F09-12,Miraa,FRONTIER,Drift Crown,L2,55.864,mobile habitats,salvage,Mobile Route Covenant,cross-corridor,T5 contested,
F09-13,Pavoan,FRONTIER,Drift Crown,L3,15.953,independent fabrication,rescue services,Imperial Claim/Local Rule,seasonal route,T3 local plural,
F09-14,Seraum,FRONTIER,Drift Crown,L3,21.603,rare materials,refugee services,Contested,single-corridor spur,T6 re-centralized,
F09-15,Galenessa,FRONTIER,Drift Crown,L3,21.81,local agriculture,refugee services,Mobile Route Covenant,single-corridor spur,T5 contested,
F10-01,Tavaorn,FRONTIER,Salt Nebula,L3,21.766,rare materials,sensor watch,Neutral Charter,local relay,T6 re-centralized,
F10-02,Iriayr,FRONTIER,Salt Nebula,L3,26.347,small-yard repair,rare materials,Independent Compact,damaged route,T1 delegated,
F10-03,Tavaune,FRONTIER,Salt Nebula,L3,26.743,sensor watch,salvage,Neutral Charter,seasonal route,T0 synchronized,
F10-04,Veyion,FRONTIER,Salt Nebula,L3,17.293,independent fabrication,salvage,Imperial Claim/Local Rule,seasonal route,T2 joint transition,
F10-05,Garoen,FRONTIER,Salt Nebula,L2,74.46,rescue services,route guidance,Contested,regional hub,T2 joint transition,
F10-06,Rinin,FRONTIER,Salt Nebula,L3,22.458,rare materials,fuel production,Mobile Route Covenant,damaged route,T2 joint transition,
F10-07,Uleneon,FRONTIER,Salt Nebula,L3,12.961,independent fabrication,route guidance,Contested,single-corridor spur,T2 joint transition,
F10-08,Pavoadia,FRONTIER,Salt Nebula,L3,25.499,local agriculture,independent fabrication,Neutral Charter,local relay,T6 re-centralized,
F10-09,Jorain,FRONTIER,Salt Nebula,L3,22.204,local agriculture,rescue services,Neutral Charter,seasonal route,T0 synchronized,
F10-10,Orinora,FRONTIER,Salt Nebula,L3,12.473,independent fabrication,route guidance,Helix Concession,single-corridor spur,T1 delegated,
F10-11,Garoor,FRONTIER,Salt Nebula,L3,15.264,resource extraction,fuel production,Imperial Claim/Local Rule,seasonal route,T4 asynchronous,
F10-12,Arelia,FRONTIER,Salt Nebula,L3,17.372,independent fabrication,salvage,Local Assembly,damaged route,T1 delegated,
F10-13,Ivena,FRONTIER,Salt Nebula,L2,89.943,rare materials,independent fabrication,Independent Compact,regional hub,T3 local plural,
F10-14,Haleora,FRONTIER,Salt Nebula,L3,18.192,rare materials,independent fabrication,Mobile Route Covenant,local relay,T3 local plural,
F10-15,Torenune,FRONTIER,Salt Nebula,L2,71.542,independent fabrication,route guidance,Contested,cross-corridor,T0 synchronized,
F11-01,Caelum,FRONTIER,Pilgrim Coil,L2,60.851,route guidance,independent fabrication,Mobile Route Covenant,industrial branch,T3 local plural,
F11-02,Karaeth,FRONTIER,Pilgrim Coil,L2,81.417,fuel production,refugee services,Contested,industrial branch,T3 local plural,
F11-03,Cores,FRONTIER,Pilgrim Coil,L3,23.8,rescue services,independent fabrication,Neutral Charter,seasonal route,T3 local plural,
F11-04,Ivenia,FRONTIER,Pilgrim Coil,L3,15.664,sensor watch,salvage,Neutral Charter,single-corridor spur,T2 joint transition,
F11-05,Iriaessa,FRONTIER,Pilgrim Coil,L3,15.103,fuel production,independent fabrication,Local Assembly,seasonal route,T2 joint transition,
F11-06,Queniel,FRONTIER,Pilgrim Coil,L3,14.746,local agriculture,route guidance,Contested,local relay,T0 synchronized,
F11-07,Joraorn,FRONTIER,Pilgrim Coil,L2,56.49,independent fabrication,mobile habitats,Neutral Charter,cross-corridor,T6 re-centralized,
F11-08,Eseneth,FRONTIER,Pilgrim Coil,L3,21.773,mobile habitats,fuel production,Local Assembly,damaged route,T0 synchronized,
F11-09,Peraa,FRONTIER,Pilgrim Coil,L3,17.481,resource extraction,small-yard repair,Contested,local relay,T3 local plural,
F11-10,Veyadia,FRONTIER,Pilgrim Coil,L3,23.124,resource extraction,sensor watch,Neutral Charter,local relay,T3 local plural,
F11-11,Karaor,FRONTIER,Pilgrim Coil,L3,18.529,local agriculture,mobile habitats,Independent Compact,single-corridor spur,T4 asynchronous,
F11-12,Demeune,FRONTIER,Pilgrim Coil,L3,17.661,salvage,small-yard repair,Mobile Route Covenant,local relay,T4 asynchronous,
F11-13,Ossaor,FRONTIER,Pilgrim Coil,L3,14.136,salvage,sensor watch,Independent Compact,local relay,T0 synchronized,
F11-14,Faroor,FRONTIER,Pilgrim Coil,L3,19.813,resource extraction,route guidance,Imperial Claim/Local Rule,seasonal route,T2 joint transition,
F11-15,Erisune,FRONTIER,Pilgrim Coil,L2,53.502,refugee services,rescue services,Contested,cross-corridor,T3 local plural,
F12-01,Ossaia,FRONTIER,Broken Loom,L3,14.516,mobile habitats,salvage,Contested,local relay,T0 synchronized,
F12-02,Seraora,FRONTIER,Broken Loom,L3,24.625,mobile habitats,rescue services,Contested,seasonal route,T4 asynchronous,
F12-03,Erisar,FRONTIER,Broken Loom,L3,17.088,rare materials,independent fabrication,Contested,damaged route,T5 contested,
F12-04,Yvena,FRONTIER,Broken Loom,L3,23.086,resource extraction,sensor watch,Independent Compact,damaged route,T4 asynchronous,
F12-05,Mereken,FRONTIER,Broken Loom,L3,21.347,resource extraction,route guidance,Imperial Claim/Local Rule,seasonal route,T1 delegated,
F12-06,Lioraadia,FRONTIER,Broken Loom,L3,15.242,route guidance,small-yard repair,Local Assembly,local relay,T0 synchronized,
F12-07,Halea,FRONTIER,Broken Loom,L3,25.888,mobile habitats,fuel production,Imperial Claim/Local Rule,single-corridor spur,T4 asynchronous,
F12-08,Ossaara,FRONTIER,Broken Loom,L3,14.316,rescue services,refugee services,Mobile Route Covenant,seasonal route,T3 local plural,
F12-09,Torenes,FRONTIER,Broken Loom,L3,16.691,fuel production,local agriculture,Local Assembly,seasonal route,T5 contested,
F12-10,Peraos,FRONTIER,Broken Loom,L3,20.839,independent fabrication,fuel production,Local Assembly,single-corridor spur,T4 asynchronous,
F12-11,Letoia,FRONTIER,Broken Loom,L3,26.916,route guidance,rare materials,Independent Compact,single-corridor spur,T4 asynchronous,
F12-12,Veyan,FRONTIER,Broken Loom,L3,22.126,route guidance,salvage,Neutral Charter,damaged route,T5 contested,
F12-13,Sorinan,FRONTIER,Broken Loom,L3,15.08,fuel production,route guidance,Helix Concession,seasonal route,T6 re-centralized,
F12-14,Garoas,FRONTIER,Broken Loom,L3,14.089,fuel production,salvage,Neutral Charter,local relay,T1 delegated,
F12-15,Ravelin,FRONTIER,Broken Loom,L3,13.516,independent fabrication,sensor watch,Contested,seasonal route,T0 synchronized,
F13-01,Corer,FRONTIER,Cold Orchard,L2,65.263,sensor watch,small-yard repair,Local Assembly,regional hub,T0 synchronized,
F13-02,Queneth,FRONTIER,Cold Orchard,L3,13.925,sensor watch,independent fabrication,Local Assembly,damaged route,T4 asynchronous,
F13-03,Demeara,FRONTIER,Cold Orchard,L2,48.197,local agriculture,rescue services,Independent Compact,cross-corridor,T3 local plural,
F13-04,Tavaan,FRONTIER,Cold Orchard,L3,16.672,rescue services,route guidance,Helix Concession,single-corridor spur,T0 synchronized,
F13-05,Amonion,FRONTIER,Cold Orchard,L3,13.441,rare materials,route guidance,Contested,damaged route,T4 asynchronous,
F13-06,Kester,FRONTIER,Cold Orchard,L3,14.698,salvage,mobile habitats,Contested,seasonal route,T1 delegated,
F13-07,Velain,FRONTIER,Cold Orchard,L3,17.953,independent fabrication,small-yard repair,Mobile Route Covenant,single-corridor spur,T4 asynchronous,
F13-08,Peraune,FRONTIER,Cold Orchard,L3,19.723,resource extraction,rescue services,Helix Concession,damaged route,T1 delegated,
F13-09,Areler,FRONTIER,Cold Orchard,L3,21.214,small-yard repair,rare materials,Helix Concession,local relay,T3 local plural,
F13-10,Orinas,FRONTIER,Cold Orchard,L1,113.339,route guidance,independent fabrication,Imperial Claim/Local Rule,multi-region junction,T5 contested,
F13-11,Ivenis,FRONTIER,Cold Orchard,L2,46.904,mobile habitats,resource extraction,Contested,regional hub,T2 joint transition,
F13-12,Belum,FRONTIER,Cold Orchard,L3,22.802,sensor watch,rare materials,Imperial Claim/Local Rule,single-corridor spur,T4 asynchronous,
F13-13,Erisora,FRONTIER,Cold Orchard,L3,15.336,mobile habitats,rare materials,Imperial Claim/Local Rule,single-corridor spur,T0 synchronized,
F13-14,Ulenara,FRONTIER,Cold Orchard,L3,25.789,sensor watch,refugee services,Contested,damaged route,T0 synchronized,
F13-15,Amoneth,FRONTIER,Cold Orchard,L2,68.972,fuel production,mobile habitats,Independent Compact,cross-corridor,T3 local plural,
F14-01,Lioraor,FRONTIER,Ember Step,L3,20.271,resource extraction,independent fabrication,Independent Compact,seasonal route,T0 synchronized,
F14-02,Zarekorn,FRONTIER,Ember Step,L3,15.966,fuel production,refugee services,Mobile Route Covenant,local relay,T3 local plural,
F14-03,Iriaas,FRONTIER,Ember Step,L3,19.343,route guidance,rescue services,Neutral Charter,local relay,T3 local plural,
F14-04,Raveleon,FRONTIER,Ember Step,L2,77.351,fuel production,sensor watch,Neutral Charter,cross-corridor,T1 delegated,
F14-05,Velaeon,FRONTIER,Ember Step,L3,18.479,local agriculture,resource extraction,Independent Compact,damaged route,T6 re-centralized,
F14-06,Seraas,FRONTIER,Ember Step,L3,22.338,refugee services,small-yard repair,Mobile Route Covenant,single-corridor spur,T6 re-centralized,
F14-07,Ossaessa,FRONTIER,Ember Step,L3,13.912,independent fabrication,resource extraction,Mobile Route Covenant,seasonal route,T2 joint transition,
F14-08,Beladia,FRONTIER,Ember Step,L3,26.555,salvage,small-yard repair,Contested,seasonal route,T3 local plural,
F14-09,Bexion,FRONTIER,Ember Step,L3,24.465,independent fabrication,resource extraction,Neutral Charter,damaged route,T5 contested,
F14-10,Ossaadia,FRONTIER,Ember Step,L2,54.402,independent fabrication,rescue services,Local Assembly,industrial branch,T1 delegated,
F14-11,Kestar,FRONTIER,Ember Step,L3,23.694,local agriculture,rare materials,Independent Compact,seasonal route,T0 synchronized,
F14-12,Ossaan,FRONTIER,Ember Step,L3,21.271,small-yard repair,mobile habitats,Mobile Route Covenant,seasonal route,T4 asynchronous,
F14-13,Faroin,FRONTIER,Ember Step,L3,19.869,independent fabrication,rare materials,Neutral Charter,seasonal route,T0 synchronized,
F14-14,Erises,FRONTIER,Ember Step,L3,16.044,refugee services,rescue services,Mobile Route Covenant,damaged route,T4 asynchronous,
F14-15,Pavoor,FRONTIER,Ember Step,L3,20.583,refugee services,small-yard repair,Local Assembly,seasonal route,T0 synchronized,
